model_mode,fold,species_id,species,n_val_samples,n_val_pairs,auc
bio_prior_gated_implicit_hypernetwork,4,11,Klebsiella_Variicola,130,2062,0.9219871245578188
bio_prior_gated_implicit_hypernetwork,4,12,Morganella_Morganii,174,2803,0.9326070025734795
bio_prior_gated_implicit_hypernetwork,4,13,Proteus_Mirabilis,495,8843,0.926041821479978
bio_prior_gated_implicit_hypernetwork,4,14,Proteus_Vulgaris,63,923,0.9878618113912232
bio_prior_gated_implicit_hypernetwork,4,15,Pseudomonas_Aeruginosa,1057,12536,0.9465616873867404
bio_prior_gated_implicit_hypernetwork,4,16,Serratia_Marcescens,263,4114,0.9659616793890765
bio_prior_gated_implicit_hypernetwork,4,17,Staphylococcus_Aureus,1433,27930,0.9248592466306117
bio_prior_gated_implicit_hypernetwork,4,18,Staphylococcus_Capitis,80,1590,0.9323102171939381
bio_prior_gated_implicit_hypernetwork,4,19,Staphylococcus_Epidermidis,1155,23351,0.9265262633134798
bio_prior_gated_implicit_hypernetwork,4,20,Staphylococcus_Haemolyticus,64,1371,0.9209989784625862
bio_prior_gated_implicit_hypernetwork,4,21,Staphylococcus_Hominis,125,2611,0.8088587413610268
bio_prior_gated_implicit_hypernetwork,4,22,Staphylococcus_Lugdunensis,100,2090,0.9025564360369868
bio_prior_gated_implicit_hypernetwork,4,23,Stenotrophomonas_Maltophilia,130,839,0.9798322224775914
bio_prior_gated_implicit_hypernetwork,4,24,Streptococcus_Pneumoniae,92,979,0.8200998095738394
