model_mode,fold,antibiotic_id,antibiotic,n_val_pairs,auc
bio_prior_gated_implicit_hypernetwork,0,6,Anidulafungin,51,0.5897435897435898
bio_prior_gated_implicit_hypernetwork,0,7,Azithromycin,44,0.7291666666666667
bio_prior_gated_implicit_hypernetwork,0,8,Aztreonam,4270,0.8549754651945782
bio_prior_gated_implicit_hypernetwork,0,9,Benzylpenicillin,140,0.8688756726139902
bio_prior_gated_implicit_hypernetwork,0,10,Caspofungin,53,1.0
bio_prior_gated_implicit_hypernetwork,0,11,Cefazolin,1901,0.928941338941025
bio_prior_gated_implicit_hypernetwork,0,12,Cefepime,10025,0.8802190594024684
bio_prior_gated_implicit_hypernetwork,0,13,Cefixime,2956,0.7803963094299974
bio_prior_gated_implicit_hypernetwork,0,14,Cefotaxime,3816,0.892107701397845
bio_prior_gated_implicit_hypernetwork,0,15,Cefoxitin,1210,0.9524688214060077
bio_prior_gated_implicit_hypernetwork,0,16,Cefpodoxime,1291,0.9120332906392854
bio_prior_gated_implicit_hypernetwork,0,17,Ceftazidime,7669,0.8304004311142453
bio_prior_gated_implicit_hypernetwork,0,18,Ceftolozane-Tazobactam,17,0.26666666666666666
bio_prior_gated_implicit_hypernetwork,0,19,Ceftriaxone,5372,0.8868548772204856
bio_prior_gated_implicit_hypernetwork,0,20,Cefuroxime,6700,0.8746782433566433
bio_prior_gated_implicit_hypernetwork,0,21,Chloramphenicol,1562,0.9615917349715644
bio_prior_gated_implicit_hypernetwork,0,22,Ciprofloxacin,12143,0.8680841582537137
